Genome	Contamination	Raw	ContNR	GenomeNR	Year	Month	Day	Label2017	Label2016	Label2015	Label2014
GCA_013357325.1	117021	50070272	1	1	2020	6	16	2020_1	2020_1	2020_1	2020_1
GCA_013365315.1	0	63946925	0	1	2020	6	22	2020_1	2020_1	2020_1	2020_1
GCA_013365325.1	15725	81561392	1	1	2020	6	22	2020_1	2020_1	2020_1	2020_1
GCA_013365335.1	442065	77676864	1	1	2020	6	22	2020_1	2020_1	2020_1	2020_1
GCA_013365355.1	0	83711010	0	1	2020	6	22	2020_1	2020_1	2020_1	2020_1
GCA_013365365.1	474683	75516636	1	1	2020	6	22	2020_1	2020_1	2020_1	2020_1
GCA_013365375.1	32807	65189881	1	1	2020	6	22	2020_1	2020_1	2020_1	2020_1
GCA_013368495.1	4740	777905259	1	1	2020	6	23	2020_1	2020_1	2020_1	2020_1
GCA_013396185.1	2702	42614554	1	1	2020	7	10	2020_2	2020_2	2020_2	2020_2
GCA_013403715.1	744	103051919	1	1	2020	7	13	2020_2	2020_2	2020_2	2020_2
GCA_013407085.1	17186	599404735	1	1	2020	7	13	2020_2	2020_2	2020_2	2020_2
GCA_013425905.1	0	60163038	0	1	2020	7	20	2020_2	2020_2	2020_2	2020_2
GCA_013433145.1	0	297011616	0	1	2020	7	23	2020_2	2020_2	2020_2	2020_2
GCA_013436035.1	17681934	118236291	1	1	2020	7	21	2020_2	2020_2	2020_2	2020_2
GCA_014132215.1	0	121519182	0	1	2020	7	24	2020_2	2020_2	2020_2	2020_2
GCA_014183025.1	0	34305769	0	1	2020	8	13	2020_2	2020_2	2020_2	2020_2
GCA_014220965.1	0	616603129	0	1	2020	8	17	2020_2	2020_2	2020_2	2020_2
GCA_014338405.1	0	836460056	0	1	2020	8	31	2020_2	2020_2	2020_2	2020_2
GCA_014607475.1	0	37134214	0	1	2020	9	16	2020_2	2020_2	2020_2	2020_2
GCA_014773135.1	4425	41549113	1	1	2020	9	28	2020_2	2020_2	2020_2	2020_2
GCA_014805365.1	18880	177125596	1	1	2020	9	30	2020_2	2020_2	2020_2	2020_2
GCA_014805385.1	7401	154391745	1	1	2020	9	30	2020_2	2020_2	2020_2	2020_2
GCA_014805405.1	147352	34027225	1	1	2020	9	30	2020_2	2020_2	2020_2	2020_2
GCA_014805415.1	194622	275514220	1	1	2020	9	30	2020_2	2020_2	2020_2	2020_2
GCA_014805445.1	6938	213807932	1	1	2020	9	30	2020_2	2020_2	2020_2	2020_2
GCA_014805555.1	74986	10378794	1	1	2020	9	30	2020_2	2020_2	2020_2	2020_2
GCA_014805705.1	14568	32397457	1	1	2020	9	30	2020_2	2020_2	2020_2	2020_2
GCA_014843625.1	0	27994426	0	1	2020	10	5	2020_2	2020_2	2020_2	2020_2
GCA_015183025.1	0	46924610	0	1	2020	11	2	2020_2	2020_2	2020_2	2020_2
GCA_015183035.1	0	47477280	0	1	2020	11	2	2020_2	2020_2	2020_2	2020_2
GCA_015183065.1	0	47730907	0	1	2020	11	2	2020_2	2020_2	2020_2	2020_2
GCA_015227635.1	0	294989561	0	1	2020	11	4	2020_2	2020_2	2020_2	2020_2
GCA_015252655.1	6222	781896510	1	1	2020	11	6	2020_2	2020_2	2020_2	2020_2
GCA_015832245.1	91688	8834943	1	1	2020	12	8	2020_2	2020_2	2020_2	2020_2
GCA_016255985.1	59896	2205630	1	1	2020	12	22	2020_2	2020_2	2020_2	2020_2
GCA_016256075.1	166218	41908660	1	1	2020	12	22	2020_2	2020_2	2020_2	2020_2
GCA_016432905.1	2684374	13242996	1	1	2020	12	29	2020_2	2020_2	2020_2	2020_2
GCA_016433075.1	3255871	46941449	1	1	2020	12	29	2020_2	2020_2	2020_2	2020_2
GCA_900257145.2	0	20307785	0	1	2020	6	28	2020_1	2020_1	2020_1	2020_1
GCA_900500625.2	0	32803248	0	1	2020	6	28	2020_1	2020_1	2020_1	2020_1
GCA_902459845.2	2120	19920082	1	1	2020	1	11	2020_1	2020_1	2020_1	2020_1
GCA_902702965.1	12808	718241152	1	1	2020	9	2	2020_2	2020_2	2020_2	2020_2
GCA_902829315.1	0	62726283	0	1	2020	4	17	2020_1	2020_1	2020_1	2020_1
GCA_903797545.1	0	240052909	0	1	2020	6	11	2020_1	2020_1	2020_1	2020_1
GCA_903994135.1	0	240052909	0	1	2020	8	20	2020_2	2020_2	2020_2	2020_2
GCA_903995115.1	0	20976081	0	1	2020	8	21	2020_2	2020_2	2020_2	2020_2
GCA_904067135.1	0	78260759	0	1	2020	9	10	2020_2	2020_2	2020_2	2020_2
GCA_904067145.1	0	69954831	0	1	2020	9	10	2020_2	2020_2	2020_2	2020_2
FungiDB-61-Acandida2VRR	15061	32793462	1	1	2021	10	5	2021_2	2021_2	2021_2	2021_2
FungiDB-61-PcinnamomiCBS144-22	0	58248003	0	1	2021	6	3	2021_1	2021_1	2021_1	2021_1
GCA_000165395.2	0	8228827	0	1	2021	5	26	2021_1	2021_1	2021_1	2021_1
GCA_000237925.5	0	391379333	0	1	2021	7	21	2021_2	2021_2	2021_2	2021_2
GCA_000497125.2	0	14413411	0	1	2021	10	5	2021_2	2021_2	2021_2	2021_2
GCA_001445615.2	0	30774200	0	1	2021	3	12	2021_1	2021_1	2021_1	2021_1
GCA_001643675.2	0	82301135	0	1	2021	11	22	2021_2	2021_2	2021_2	2021_2
GCA_001643685.2	757776	132111203	1	1	2021	8	5	2021_2	2021_2	2021_2	2021_2
GCA_002259235.2	0	120366962	0	1	2021	6	23	2021_1	2021_1	2021_1	2021_1
GCA_003324165.2	0	30876303	0	1	2021	2	4	2021_1	2021_1	2021_1	2021_1
GCA_003604175.2	0	555231785	0	1	2021	4	12	2021_1	2021_1	2021_1	2021_1
GCA_004148225.2	10118	156300699	1	1	2021	7	20	2021_2	2021_2	2021_2	2021_2
GCA_004359215.2	0	91013646	0	1	2021	8	20	2021_2	2021_2	2021_2	2021_2
GCA_004936735.2	0	9052107	0	1	2021	12	30	2021_2	2021_2	2021_2	2021_2
GCA_009768925.2	0	9110870	0	1	2021	11	10	2021_2	2021_2	2021_2	2021_2
GCA_016432935.1	320742	2150072	1	1	2021	1	6	2021_1	2021_1	2021_1	2021_1
GCA_016618375.1	0	94175927	0	1	2021	1	12	2021_1	2021_1	2021_1	2021_1
GCA_016648015.1	4117496	81763885	1	1	2021	1	15	2021_1	2021_1	2021_1	2021_1
GCA_016735795.1	0	81451603	0	1	2021	1	25	2021_1	2021_1	2021_1	2021_1
GCA_016801405.1	0	37019737	0	1	2021	2	2	2021_1	2021_1	2021_1	2021_1
GCA_016989095.1	0	102845785	0	1	2021	2	26	2021_1	2021_1	2021_1	2021_1
GCA_016989105.1	0	102883386	0	1	2021	2	26	2021_1	2021_1	2021_1	2021_1
GCA_016989115.1	0	103460487	0	1	2021	2	26	2021_1	2021_1	2021_1	2021_1
GCA_016989125.1	0	98826088	0	1	2021	2	26	2021_1	2021_1	2021_1	2021_1
GCA_016989145.1	0	95198557	0	1	2021	2	26	2021_1	2021_1	2021_1	2021_1
GCA_016989235.1	0	102904736	0	1	2021	2	26	2021_1	2021_1	2021_1	2021_1
GCA_016989245.1	0	102916164	0	1	2021	2	26	2021_1	2021_1	2021_1	2021_1
GCA_016989275.1	0	103056687	0	1	2021	2	26	2021_1	2021_1	2021_1	2021_1
GCA_016989285.1	0	103273517	0	1	2021	2	26	2021_1	2021_1	2021_1	2021_1
GCA_016989295.1	0	103274927	0	1	2021	2	26	2021_1	2021_1	2021_1	2021_1
GCA_016989365.1	0	103392894	0	1	2021	2	26	2021_1	2021_1	2021_1	2021_1
GCA_016989385.1	0	103782823	0	1	2021	2	26	2021_1	2021_1	2021_1	2021_1
GCA_016989455.1	0	103800801	0	1	2021	2	26	2021_1	2021_1	2021_1	2021_1
GCA_016989505.1	0	104142053	0	1	2021	2	26	2021_1	2021_1	2021_1	2021_1
GCA_017301755.1	0	7303369	0	1	2021	3	8	2021_1	2021_1	2021_1	2021_1
GCA_017311285.1	212354	7409722	1	1	2021	3	9	2021_1	2021_1	2021_1	2021_1
GCA_017562135.1	17723	109012297	1	1	2021	3	22	2021_1	2021_1	2021_1	2021_1
GCA_017562155.1	5095	281698354	1	1	2021	3	24	2021_1	2021_1	2021_1	2021_1
GCA_017591395.1	0	625199799	0	1	2021	3	26	2021_1	2021_1	2021_1	2021_1
GCA_017655625.1	0	13093264	0	1	2021	4	1	2021_1	2021_1	2021_1	2021_1
GCA_017788925.1	0	7382618	0	1	2021	4	5	2021_1	2021_1	2021_1	2021_1
GCA_017916335.1	0	34192569	0	1	2021	4	15	2021_1	2021_1	2021_1	2021_1
GCA_017918215.1	0	35953057	0	1	2021	4	15	2021_1	2021_1	2021_1	2021_1
GCA_017918225.1	0	34118094	0	1	2021	4	15	2021_1	2021_1	2021_1	2021_1
GCA_017918235.1	0	34958218	0	1	2021	4	15	2021_1	2021_1	2021_1	2021_1
GCA_018104335.1	0	1347762911	0	1	2021	4	20	2021_1	2021_1	2021_1	2021_1
GCA_018127085.1	0	8274826	0	1	2021	4	23	2021_1	2021_1	2021_1	2021_1
GCA_018136795.1	0	104177918	0	1	2021	4	23	2021_1	2021_1	2021_1	2021_1
GCA_018136805.1	5984663	101858375	1	1	2021	4	23	2021_1	2021_1	2021_1	2021_1
GCA_018136835.1	1183	95972472	1	1	2021	4	23	2021_1	2021_1	2021_1	2021_1
GCA_018136875.1	5310018	104562308	1	1	2021	4	23	2021_1	2021_1	2021_1	2021_1
GCA_018350315.1	5914	101220641	1	1	2021	5	13	2021_1	2021_1	2021_1	2021_1
GCA_018350325.1	4954	92200793	1	1	2021	5	13	2021_1	2021_1	2021_1	2021_1
GCA_018398725.1	0	8909892	0	1	2021	5	19	2021_1	2021_1	2021_1	2021_1
GCA_018398765.1	180298	193306556	1	1	2021	5	19	2021_1	2021_1	2021_1	2021_1
GCA_018806985.1	0	279944320	0	1	2021	6	9	2021_1	2021_1	2021_1	2021_1
GCA_018905775.1	3845	42101073	1	1	2021	6	16	2021_1	2021_1	2021_1	2021_1
GCA_018990105.1	0	142529424	0	1	2021	6	23	2021_1	2021_1	2021_1	2021_1
GCA_019055375.1	669114	490895320	1	1	2021	6	29	2021_1	2021_1	2021_1	2021_1
GCA_019095935.1	2448	174307393	1	1	2021	7	2	2021_2	2021_2	2021_2	2021_2
GCA_019097775.1	633549	136538346	1	1	2021	7	2	2021_2	2021_2	2021_2	2021_2
GCA_019968955.1	0	8810643	0	1	2021	9	14	2021_2	2021_2	2021_2	2021_2
GCA_020186115.1	0	43414713	0	1	2021	9	30	2021_2	2021_2	2021_2	2021_2
GCA_020283715.1	16403	9109172	1	1	2021	10	5	2021_2	2021_2	2021_2	2021_2
GCA_020449115.1	11600	185867480	1	1	2021	10	13	2021_2	2021_2	2021_2	2021_2
GCA_020449905.1	1243	112275158	1	1	2021	10	13	2021_2	2021_2	2021_2	2021_2
GCA_020450165.1	0	105609511	0	1	2021	10	13	2021_2	2021_2	2021_2	2021_2
GCA_020509355.1	0	21403870	0	1	2021	10	15	2021_2	2021_2	2021_2	2021_2
GCA_020875895.1	0	223437033	0	1	2021	11	15	2021_2	2021_2	2021_2	2021_2
GCA_904066225.2	0	69954831	0	1	2021	8	20	2021_2	2021_2	2021_2	2021_2
GCA_904066235.2	0	78260759	0	1	2021	8	20	2021_2	2021_2	2021_2	2021_2
GCA_905310635.1	0	53215962	0	1	2021	3	6	2021_1	2021_1	2021_1	2021_1
GCA_907275115.1	0	396843292	0	1	2021	8	3	2021_2	2021_2	2021_2	2021_2
GCA_916381525.1	26327	76934820	1	1	2021	9	29	2021_2	2021_2	2021_2	2021_2
GCA_918442785.1	304261	142917593	1	1	2021	12	1	2021_2	2021_2	2021_2	2021_2
GCA_918442795.1	1792987	145803384	1	1	2021	12	1	2021_2	2021_2	2021_2	2021_2
GCA_918442805.1	30837	153501534	1	1	2021	12	1	2021_2	2021_2	2021_2	2021_2
GCA_918442815.1	252260	145112548	1	1	2021	12	1	2021_2	2021_2	2021_2	2021_2
GCA_918442825.1	14070	159483343	1	1	2021	12	1	2021_2	2021_2	2021_2	2021_2
GCA_918442835.1	177192	141981671	1	1	2021	12	1	2021_2	2021_2	2021_2	2021_2
GCA_918442845.1	22150	148299775	1	1	2021	11	20	2021_2	2021_2	2021_2	2021_2
TriTrypDB-61-TevansiSTIB805	0	25432062	0	1	2021	10	15	2021_2	2021_2	2021_2	2021_2
GCA_001029375.2	77511	66713539	1	1	2022	10	18	2022_2	2022_2	2022_2	2022_2
GCA_002006685.2	0	73346731	0	1	2022	12	8	2022_2	2022_2	2022_2	2022_2
GCA_002778205.2	0	36814536	0	1	2022	9	2	2022_2	2022_2	2022_2	2022_2
GCA_009792415.2	0	9058925	0	1	2022	1	6	2022_1	2022_1	2022_1	2022_1
GCA_020740425.2	23689611	84585366	1	1	2022	4	21	2022_1	2022_1	2022_1	2022_1
GCA_021461655.1	73484	408397200	1	1	2022	1	13	2022_1	2022_1	2022_1	2022_1
GCA_021491975.1	0	105507276	0	1	2022	1	17	2022_1	2022_1	2022_1	2022_1
GCA_021556725.1	0	168957719	0	1	2022	1	24	2022_1	2022_1	2022_1	2022_1
GCA_021653875.1	0	3786698	0	1	2022	1	27	2022_1	2022_1	2022_1	2022_1
GCA_021821965.1	0	2206487	0	1	2022	2	1	2022_1	2022_1	2022_1	2022_1
GCA_022059095.1	0	23303718	0	1	2022	2	8	2022_1	2022_1	2022_1	2022_1
GCA_022343465.1	0	128886982	0	1	2022	2	18	2022_1	2022_1	2022_1	2022_1
GCA_022343475.1	321154	68006955	1	1	2022	2	18	2022_1	2022_1	2022_1	2022_1
GCA_022343505.1	0	70352590	0	1	2022	2	18	2022_1	2022_1	2022_1	2022_1
GCA_022453885.1	0	106192558	0	1	2022	3	3	2022_1	2022_1	2022_1	2022_1
GCA_022537955.1	0	941969851	0	1	2022	3	10	2022_1	2022_1	2022_1	2022_1
GCA_022702815.1	2493284	77269747	1	1	2022	3	28	2022_1	2022_1	2022_1	2022_1
GCA_022814885.1	1038166	139411310	1	1	2022	4	4	2022_1	2022_1	2022_1	2022_1
GCA_022814895.1	2843825	120895792	1	1	2022	4	4	2022_1	2022_1	2022_1	2022_1
GCA_022844625.1	2594269	266967996	1	1	2022	4	8	2022_1	2022_1	2022_1	2022_1
GCA_022844705.1	532362	272264966	1	1	2022	4	8	2022_1	2022_1	2022_1	2022_1
GCA_022845575.1	3744805	252489176	1	1	2022	4	8	2022_1	2022_1	2022_1	2022_1
GCA_022984815.1	0	105787077	0	1	2022	4	19	2022_1	2022_1	2022_1	2022_1
GCA_023343765.1	10251	118347338	1	1	2022	5	12	2022_1	2022_1	2022_1	2022_1
GCA_023374025.1	33645	174309215	1	1	2022	5	16	2022_1	2022_1	2022_1	2022_1
GCA_023375655.1	0	106889530	0	1	2022	5	16	2022_1	2022_1	2022_1	2022_1
GCA_023705535.1	0	8364143	0	1	2022	5	27	2022_1	2022_1	2022_1	2022_1
GCA_023968675.1	0	210514865	0	1	2022	6	28	2022_1	2022_1	2022_1	2022_1
GCA_024305405.1	1888	86813779	1	1	2022	7	18	2022_2	2022_2	2022_2	2022_2
GCA_024447195.1	1084451	217946463	1	1	2022	7	26	2022_2	2022_2	2022_2	2022_2
GCA_024447205.1	31607248	230526197	1	1	2022	7	26	2022_2	2022_2	2022_2	2022_2
GCA_024447215.1	765189	182164411	1	1	2022	7	26	2022_2	2022_2	2022_2	2022_2
GCA_024447225.1	36407	74454495	1	1	2022	7	26	2022_2	2022_2	2022_2	2022_2
GCA_024447235.1	209245	62270399	1	1	2022	7	26	2022_2	2022_2	2022_2	2022_2
GCA_024500135.1	211476	95119944	1	1	2022	8	1	2022_2	2022_2	2022_2	2022_2
GCA_024678965.1	0	80464700	0	1	2022	8	15	2022_2	2022_2	2022_2	2022_2
GCA_024699835.1	0	44700143	0	1	2022	8	15	2022_2	2022_2	2022_2	2022_2
GCA_024699845.1	791141	46428382	1	1	2022	8	15	2022_2	2022_2	2022_2	2022_2
GCA_024699855.1	907870	47420495	1	1	2022	8	15	2022_2	2022_2	2022_2	2022_2
GCA_024699865.1	4437787	143831857	1	1	2022	8	15	2022_2	2022_2	2022_2	2022_2
GCA_024699875.1	0	44691555	0	1	2022	8	15	2022_2	2022_2	2022_2	2022_2
GCA_024699915.1	0	46756815	0	1	2022	8	15	2022_2	2022_2	2022_2	2022_2
GCA_024862765.1	0	12816698	0	1	2022	7	23	2022_2	2022_2	2022_2	2022_2
GCA_025215515.1	48013	404370401	1	1	2022	9	16	2022_2	2022_2	2022_2	2022_2
GCA_025436335.1	32352	73003726	1	1	2022	9	28	2022_2	2022_2	2022_2	2022_2
GCA_025449415.1	0	12107308	0	1	2022	9	28	2022_2	2022_2	2022_2	2022_2
GCA_025699415.1	0	61614611	0	1	2022	10	14	2022_2	2022_2	2022_2	2022_2
GCA_025895645.1	0	216531548	0	1	2022	10	28	2022_2	2022_2	2022_2	2022_2
GCA_026262505.1	48060	181427070	1	1	2022	11	21	2022_2	2022_2	2022_2	2022_2
GCA_027405815.1	34235	1036793689	1	1	2022	12	27	2022_2	2022_2	2022_2	2022_2
GCA_027406325.1	691	13151254	1	1	2022	12	27	2022_2	2022_2	2022_2	2022_2
GCA_027406405.1	0	20102801	0	1	2022	12	27	2022_2	2022_2	2022_2	2022_2
GCA_027406425.1	0	12692738	0	1	2022	12	27	2022_2	2022_2	2022_2	2022_2
GCA_027406465.1	0	12267080	0	1	2022	12	27	2022_2	2022_2	2022_2	2022_2
GCA_027422425.1	2667197	106758084	1	1	2022	12	27	2022_2	2022_2	2022_2	2022_2
GCA_027422445.1	1174301	106853523	1	1	2022	12	27	2022_2	2022_2	2022_2	2022_2
GCA_904845305.1	13228	109582018	1	1	2022	2	18	2022_1	2022_1	2022_1	2022_1
GCA_907163375.1	196549	2065453619	1	1	2022	7	16	2022_2	2022_2	2022_2	2022_2
GCA_911812115.1	0	169540605	0	1	2022	2	18	2022_1	2022_1	2022_1	2022_1
GCA_932521025.1	0	65791359	0	1	2022	3	23	2022_1	2022_1	2022_1	2022_1
GCA_932521035.1	0	72803202	0	1	2022	3	23	2022_1	2022_1	2022_1	2022_1
GCA_932521405.1	0	62259853	0	1	2022	3	23	2022_1	2022_1	2022_1	2022_1
GCA_932521415.1	0	47760781	0	1	2022	3	23	2022_1	2022_1	2022_1	2022_1
GCA_943334845.2	445736	53929085	1	1	2022	11	27	2022_2	2022_2	2022_2	2022_2
GCA_943737045.1	0	251641265	0	1	2022	6	17	2022_1	2022_1	2022_1	2022_1
GCA_944470205.1	0	394845898	0	1	2022	9	19	2022_2	2022_2	2022_2	2022_2
GCA_944470365.1	0	382241571	0	1	2022	9	19	2022_2	2022_2	2022_2	2022_2
GCA_944470375.1	0	379228771	0	1	2022	9	15	2022_2	2022_2	2022_2	2022_2
GCA_944470385.2	0	385983128	0	1	2022	9	15	2022_2	2022_2	2022_2	2022_2
GCA_944470395.1	602	423339437	1	1	2022	9	19	2022_2	2022_2	2022_2	2022_2
GCA_944470405.1	0	389224454	0	1	2022	9	19	2022_2	2022_2	2022_2	2022_2
GCA_944470415.1	0	413299306	0	1	2022	9	19	2022_2	2022_2	2022_2	2022_2
GCA_944470425.1	0	406116441	0	1	2022	9	19	2022_2	2022_2	2022_2	2022_2
GCA_944470435.2	0	388465650	0	1	2022	9	20	2022_2	2022_2	2022_2	2022_2
GCA_944470445.2	0	391756303	0	1	2022	9	20	2022_2	2022_2	2022_2	2022_2
GCA_944470455.2	0	390638621	0	1	2022	9	20	2022_2	2022_2	2022_2	2022_2
GCA_944470465.2	0	400248827	0	1	2022	9	20	2022_2	2022_2	2022_2	2022_2
GCA_944470545.2	34259	685114177	1	1	2022	9	20	2022_2	2022_2	2022_2	2022_2
GCA_944470555.1	0	665164197	0	1	2022	9	20	2022_2	2022_2	2022_2	2022_2
GCA_944472135.1	0	954078278	0	1	2022	9	15	2022_2	2022_2	2022_2	2022_2
GCA_944472155.1	0	1114318195	0	1	2022	9	15	2022_2	2022_2	2022_2	2022_2
GCA_944474145.1	0	1883523968	0	1	2022	9	15	2022_2	2022_2	2022_2	2022_2
GCA_944474815.1	0	396843292	0	1	2022	9	15	2022_2	2022_2	2022_2	2022_2
GCA_945643635.1	104821	352146914	1	1	2022	7	23	2022_2	2022_2	2022_2	2022_2
GCA_946814055.1	0	59010448	0	1	2022	9	15	2022_2	2022_2	2022_2	2022_2
GCA_946903255.1	0	390011600	0	1	2022	9	22	2022_2	2022_2	2022_2	2022_2
GCA_947359475.1	0	310519831	0	1	2022	12	3	2022_2	2022_2	2022_2	2022_2
GCA_947359485.1	0	692450925	0	1	2022	12	3	2022_2	2022_2	2022_2	2022_2
GCA_947366455.1	255541	59725703	1	1	2022	11	27	2022_2	2022_2	2022_2	2022_2
GCA_947396875.1	0	655933348	0	1	2022	12	4	2022_2	2022_2	2022_2	2022_2
GCA_947396885.1	0	625855423	0	1	2022	12	4	2022_2	2022_2	2022_2	2022_2
GCA_947459285.1	0	71365878	0	1	2022	12	2	2022_2	2022_2	2022_2	2022_2
GCA_947561635.1	719658	82435325	1	1	2022	12	11	2022_2	2022_2	2022_2	2022_2
GCF_000699445.3	0	431515322	0	1	2022	2	10	2022_1	2022_1	2022_1	2022_1
GCA_001643735.4	3133	124498641	1	1	2023	1	9	2023_1	2023_1	2023_1	2023_1
GCA_002259225.3	0	132046141	0	1	2023	1	9	2023_1	2023_1	2023_1	2023_1
GCA_027920645.1	0	129435387	0	1	2023	1	19	2023_1	2023_1	2023_1	2023_1
GCA_028201415.1	0	108678471	0	1	2023	1	29	2023_1	2023_1	2023_1	2023_1
GCA_028201515.1	0	114241212	0	1	2023	1	29	2023_1	2023_1	2023_1	2023_1
GCA_028455885.1	2336734	82055651	1	1	2023	2	3	2023_1	2023_1	2023_1	2023_1
GCA_028456195.1	1311090	85878945	1	1	2023	2	3	2023_1	2023_1	2023_1	2023_1
GCA_028564675.1	987098	92491485	1	1	2023	2	8	2023_1	2023_1	2023_1	2023_1
GCA_028622995.1	89635	265853464	1	1	2023	2	16	2023_1	2023_1	2023_1	2023_1
GCA_028672205.1	0	131542718	0	1	2023	2	16	2023_1	2023_1	2023_1	2023_1
GCA_029168955.1	34235	1036793689	1	1	2023	3	13	2023_1	2023_1	2023_1	2023_1
GCA_029231635.1	5750706	196328972	1	1	2023	3	17	2023_1	2023_1	2023_1	2023_1
GCA_029231655.1	36054	177059798	1	1	2023	3	17	2023_1	2023_1	2023_1	2023_1
GCA_029232805.1	599831	228244842	1	1	2023	3	17	2023_1	2023_1	2023_1	2023_1
GCA_029233205.1	161578	239517387	1	1	2023	3	17	2023_1	2023_1	2023_1	2023_1
GCA_029291075.1	0	939802929	0	1	2023	3	20	2023_1	2023_1	2023_1	2023_1
GCA_029299675.1	23650	2815222	1	1	2023	3	20	2023_1	2023_1	2023_1	2023_1
GCA_029339935.1	1466	169059770	1	1	2023	3	22	2023_1	2023_1	2023_1	2023_1
GCA_029581135.1	0	106951792	0	1	2023	4	4	2023_1	2023_1	2023_1	2023_1
GCA_029582065.1	0	44372495	0	1	2023	4	6	2023_1	2023_1	2023_1	2023_1
GCA_029619545.1	1482310	50288344	1	1	2023	4	7	2023_1	2023_1	2023_1	2023_1
GCA_029748435.1	8504	102449614	1	1	2023	4	18	2023_1	2023_1	2023_1	2023_1
GCA_029876185.1	28612	74839131	1	1	2023	4	19	2023_1	2023_1	2023_1	2023_1
GCA_948294485.1	691789	79576055	1	1	2023	1	24	2023_1	2023_1	2023_1	2023_1
